Wall time,Step,Value
1775123720.5576198,600,0.0006001790752634406
1775123723.4232926,601,0.011393229477107525
1775123726.3077772,602,0.034423828125
1775123729.165992,603,0.102783203125
1775123732.0135703,604,0.240264892578125
1775123734.8713994,605,0.376068115234375
1775123737.7592266,606,0.4559326171875
1775123740.6058147,607,0.5033468008041382
1775123743.5614166,608,0.5388082265853882
1775123746.4474468,609,0.566864013671875
1775123749.2972772,610,0.5916341543197632
1775123752.1567066,611,0.617156982421875
1775123755.011013,612,0.6355997920036316
1775123757.8668745,613,0.65399169921875
1775123760.7134182,614,0.6625264883041382
1775123763.5756514,615,0.6707051992416382
1775123766.4226956,616,0.6727091670036316
1775123769.3034356,617,0.67193603515625
1775123772.1589217,618,0.6694132685661316
1775123775.015351,619,0.6646627187728882
1775123777.8543024,620,0.6624959707260132
1775123780.7128613,621,0.6627706289291382
1775123783.561205,622,0.6596476435661316
1775123786.3944848,623,0.6567891836166382
1775123789.2637668,624,0.649322509765625
1775123792.1167371,625,0.632415771484375
1775123794.960596,626,0.614410400390625
1775123797.8000135,627,0.6013082265853882
1775123800.6426194,628,0.58441162109375
1775123803.4865081,629,0.5680745840072632
1775123806.3455,630,0.5497233271598816
1775123809.2064853,631,0.5238444209098816
1775123812.0675936,632,0.4866943359375
1775123814.9361517,633,0.4416605830192566
1775123817.7936325,634,0.389190673828125
1775123820.6620147,635,0.3382365107536316
1775123823.5377057,636,0.2932841181755066
1775123826.3829267,637,0.266571044921875
1775123829.2538505,638,0.2439371794462204
1775123832.1414034,639,0.2225443571805954
1775123834.995265,640,0.2043558806180954
1775123837.8435142,641,0.1808980405330658
1775123840.7050152,642,0.156951904296875
1775123843.548336,643,0.1391092985868454
1775123846.4151533,644,0.1245524138212204
1775123849.2765958,645,0.1146036833524704
1775123852.1397586,646,0.1061197966337204
1775123854.990557,647,0.100067138671875
1775123857.8376846,648,0.0952657088637352
1775123860.7530234,649,0.0930582731962204
1775123863.6054702,650,0.0886027067899704
1775123866.5015128,651,0.0854695662856102
1775123869.3783922,652,0.0842793807387352
1775123872.2742834,653,0.08477783203125
1775123875.1825883,654,0.083404541015625
1775123878.0218322,655,0.08233642578125
1775123880.9135582,656,0.0814615935087204
1775123883.776858,657,0.0827433317899704
1775123886.644211,658,0.0819498747587204
1775123889.5051746,659,0.081298828125
1775123892.4176483,660,0.0807698592543602
1775123895.2771802,661,0.08148193359375
1775123898.1323116,662,0.082489013671875
1775123901.0346494,663,0.08013916015625
1775123903.8915784,664,0.0784912109375
1775123906.7829301,665,0.077301025390625
1775123909.6423957,666,0.0782369002699852
1775123912.5211596,667,0.0792439803481102
1775123915.398049,668,0.080078125
1775123918.2893395,669,0.08050537109375
1775123921.1447477,670,0.0813395231962204
1775123924.0373218,671,0.0796915739774704
1775123926.8879,672,0.0782369002699852
1775123929.729699,673,0.0764261931180954
1775123932.5959778,674,0.0733540877699852
1775123935.4551327,675,0.0698954313993454
1775123938.3232045,676,0.0676371306180954
1775123941.1741574,677,0.0656026229262352
1775123944.0394511,678,0.0630900114774704
1775123946.9022179,679,0.0623677596449852
1775123949.7685573,680,0.0647074431180954
1775123952.6192193,681,0.0666402205824852
1775123955.4733524,682,0.067047119140625
1775123958.3285449,683,0.066925048828125
1775123961.2520044,684,0.06781005859375
1775123964.1336906,685,0.0706990584731102
1775123966.9926002,686,0.071746826171875
1775123969.8965034,687,0.072509765625
1775123972.8262503,688,0.0730387419462204
1775123975.6919367,689,0.0756937712430954
1775123978.542484,690,0.081024169921875
1775123981.4273038,691,0.0861409530043602
1775123984.262327,692,0.0894673690199852
1775123987.142698,693,0.0919698104262352
1775123989.9780283,694,0.0965779647231102
1775123992.8364916,695,0.10357666015625
1775123995.6849697,696,0.1065470427274704
1775123998.53168,697,0.1056620329618454
1775124001.399369,698,0.1069234237074852
1775124004.2911978,699,0.1078898161649704
1775124007.1403813,700,0.107818603515625
1775124010.0171216,701,0.1056416854262352
1775124012.8718755,702,0.1037495955824852
1775124015.7314084,703,0.1011759489774704
1775124018.605017,704,0.0999348983168602
1775124021.5056806,705,0.09857177734375
1775124024.3705788,706,0.0951131209731102
1775124027.2315114,707,0.0944112166762352
1775124030.130346,708,0.0921223983168602
1775124032.9860406,709,0.0873820036649704
1775124035.857175,710,0.083282470703125
1775124038.7390566,711,0.077545166015625
1775124041.618499,712,0.07171630859375
1775124044.479956,713,0.06732177734375
1775124047.340991,714,0.0644633024930954
1775124050.2268126,715,0.05877685546875
1775124053.099677,716,0.05230712890625
1775124056.0368483,717,0.050048828125
1775124058.9062293,718,0.048980712890625
1775124061.7855473,719,0.0449422225356102
1775124064.6576223,720,0.043121337890625
1775124067.539675,721,0.0421956405043602
1775124070.407556,722,0.0418192557990551
1775124073.265153,723,0.0432535819709301
1775124076.1482558,724,0.0443115234375
1775124079.0071676,725,0.0440266951918602
1775124081.8730288,726,0.04449462890625
1775124084.7733698,727,0.0459696464240551
1775124087.6473103,728,0.0453084334731102
1775124090.5120225,729,0.044891357421875
1775124093.4069881,730,0.04412841796875
1775124096.2635546,731,0.0443827323615551
1775124099.1284287,732,0.0450439453125
1775124101.9741852,733,0.0444437675178051
1775124104.831866,734,0.0446675643324852
1775124107.7058432,735,0.0457356795668602
1775124110.5905216,736,0.04541015625
1775124113.4519782,737,0.04486083984375
1775124116.3100872,738,0.0441487655043602
