Wall time,Step,Value
1776153178.6043718,18,0.01225400622934103
1776153230.7402425,24,0.01166708767414093
1776153368.8578782,40,0.010779259726405144
1776153386.1061313,42,0.010482179932296276
1776153411.9743946,45,0.010930209420621395
1776153506.9526725,56,0.010889798402786255
1776153636.4498513,71,0.010781271383166313
1776153662.3037457,74,0.010952750220894814
1776153835.377895,94,0.011199146509170532
1776153904.2865791,102,0.01205702405422926
1776153938.926004,106,0.0128082986921072
1776154112.0749805,126,0.016121942549943924
1776154363.8565106,155,0.032065168023109436
1776154389.8927248,158,0.0340859591960907
1776154468.1882772,167,0.039412982761859894
1776154563.645243,178,0.049207787960767746
1776154607.1845567,183,0.06654708087444305
1776154624.5525749,185,0.07360690087080002
1776154668.0205028,190,0.07976608723402023
1776155009.0588765,229,0.256766676902771
1776155052.9801757,234,0.30759376287460327
1776155184.5468807,249,0.32499128580093384
1776155237.0986016,255,0.3647229075431824
1776155280.9236906,260,0.32714468240737915
1776155342.3002837,267,0.3681502938270569
1776155394.8181472,273,0.3169383406639099
1776155561.6856453,292,0.382607638835907
1776155701.8835232,308,0.36803483963012695
1776155719.3786614,310,0.3516087532043457
1776155789.5590136,318,0.39024603366851807
1776155894.312813,330,0.3432580232620239
1776155972.7621388,339,0.42709633708000183
1776156042.636319,347,0.3607123792171478
1776156181.7166677,363,0.4043421745300293
1776156216.5003862,367,0.4052222967147827
1776156587.6476502,421,0.411791056394577
1776156590.5183256,422,0.4340062737464905
1776156639.499753,439,0.49971336126327515
1776156648.125614,442,0.4817824959754944
1776156656.742256,445,0.47571131587028503
1776156699.8675866,460,0.3552005887031555
1776156708.4853637,463,0.45298242568969727
1776156711.3528802,464,0.49252480268478394
1776156740.0906081,474,0.4646948277950287
1776156788.9709604,491,0.48957228660583496
1776156794.7163365,493,0.4534182548522949
1776156855.1839998,514,0.3762438893318176
1776156903.9828746,531,0.42820310592651367
1776156918.3726118,536,0.39766550064086914
1776156995.8519726,563,0.4687701165676117
1776157024.6017013,573,0.45969435572624207
1776157041.7727501,579,0.4516998529434204
1776157061.8857217,586,0.46907171607017517
1776157064.7475967,587,0.4213045537471771
1776157107.7780812,602,0.4768791198730469
1776157159.3593607,620,0.4986874461174011
1776157165.1009178,622,0.5219618678092957
1776157199.3679895,634,0.47804054617881775
1776157219.430447,641,0.504859447479248
1776157222.2777767,642,0.3384663462638855
1776157227.9748776,644,0.610903263092041
1776157236.5874274,647,0.4893413782119751
1776157242.2933161,649,0.4707859456539154
