Wall time,Step,Value
1776858442.6965287,18,0.10406494140625
1776858508.2926598,47,0.0216471366584301
1776858542.1715443,62,0.014780680648982525
1776858544.419416,63,0.01399739645421505
1776858603.6403368,89,0.007293701171875
1776858637.5974677,103,0.009226481430232525
1776858650.1471531,107,0.010691325180232525
1776858721.9361503,128,0.01373291015625
1776858804.7004545,164,0.01738484762609005
1776858824.1455019,172,0.02306111715734005
1776858907.955268,191,0.021331787109375
1776858935.3142672,203,0.01875813864171505
1776859028.888287,244,0.05712890625
1776859063.111474,259,0.0515238456428051
1776859115.4427197,282,0.0785624235868454
1776859122.273315,285,0.085845947265625
1776859199.7933285,319,0.0579935722053051
1776859306.6852782,366,0.058380126953125
1776859351.8296502,386,0.0748392790555954
1776859388.2736735,402,0.0532430037856102
1776859417.8081431,415,0.0591939315199852
1776859467.7015533,437,0.0495096854865551
1776859531.3985791,465,0.079437255859375
1776859553.9838805,475,0.0504557304084301
1776859567.5841727,481,0.04852294921875
1776859633.432056,510,0.0524495467543602
1776859685.5941594,533,0.06097412109375
1776859696.9488811,538,0.0521647147834301
1776859701.4878054,540,0.051849365234375
1776859737.8487716,556,0.0634257048368454
1776859751.365488,562,0.0640970915555954
1776859824.0366728,594,0.055389404296875
1776859828.5769296,596,0.0586446151137352
1776859921.7380176,637,0.0393880233168602
1776859935.3278348,643,0.0375467948615551
1776859937.5806506,644,0.044189453125
1776859968.993718,658,0.0441691093146801
1776860007.4760113,675,0.04656982421875
1776860110.8761666,721,0.045501708984375
1776860207.4890227,764,0.0509847030043602
1776860232.1041842,775,0.0401407890021801
1776860297.1507635,804,0.0353291854262352
1776860416.2389417,857,0.029388427734375
1776860436.3367984,866,0.03094482421875
1776860481.2243207,886,0.0322163924574852
1776860606.6740453,942,0.0434773787856102
1776860735.4320796,999,0.189178466796875
1776860771.5832386,1015,0.1293843686580658
1776860796.4465265,1026,0.1131490096449852
1776860821.4573407,1037,0.113616943359375
1776860864.4821408,1056,0.1376241147518158
1776860898.3574982,1071,0.159942626953125
1776860911.779161,1077,0.168487548828125
1776860983.426771,1109,0.1385904997587204
1776860987.9083748,1111,0.1346435546875
1776861019.048071,1125,0.118682861328125
1776861034.7422357,1132,0.1155192106962204
1776861076.8422818,1151,0.0919291228055954
1776861079.0382392,1152,0.090911865234375
1776861105.604196,1164,0.080230712890625
1776861128.244496,1174,0.0763448104262352
1776861132.7413352,1176,0.0746053084731102
1776861150.5346363,1184,0.072845458984375
1776861225.8108644,1218,0.060882568359375
1776861301.172481,1252,0.0412495955824852
1776861305.614903,1254,0.0414225272834301
1776861312.3063304,1257,0.0418904647231102
1776861321.1655846,1261,0.0403849296271801
1776861334.4033504,1267,0.0388692244887352
1776861343.2064626,1271,0.0368245467543602
1776861462.7990708,1325,0.0355733260512352
1776861507.2722263,1345,0.032684326171875
1776861573.783516,1375,0.027374267578125
1776861576.0230873,1376,0.0275980643928051
1776861667.0023432,1417,0.02825927734375
1776861755.4902241,1457,0.024078369140625
1776861757.6814184,1458,0.024017333984375
1776861837.7344596,1494,0.014597575180232525
1776861855.5022311,1502,0.01701863668859005
1776861873.0836384,1510,0.0214335136115551
1776861879.6971993,1513,0.0209452323615551
1776861957.323524,1548,0.017242431640625
1776861963.9381506,1551,0.017181396484375
1776861995.0161526,1565,0.0146484375
1776862001.65985,1568,0.01277669332921505
1776862039.316093,1585,0.01411946676671505
1776862063.6429157,1596,0.014923095703125
1776862156.876442,1627,0.0185546875
1776862174.4952025,1635,0.0186564140021801
1776862252.0136101,1670,0.012603759765625
1776862285.391606,1685,0.01357015036046505
1776862323.120465,1702,0.01665242575109005
1776862327.5316532,1704,0.01702880859375
1776862343.0292902,1711,0.016632080078125
1776862489.6320412,1777,0.01458740234375
1776862645.0357325,1847,0.017303466796875
1776862673.7093422,1860,0.014434814453125
1776862689.3412368,1867,0.01485188864171505
1776862760.1089244,1899,0.01446533203125
1776862766.7011712,1902,0.014190673828125
1776862782.3005562,1909,0.013885498046875
1776862850.900423,1940,0.01564534567296505
1776862895.3163068,1960,0.013214111328125
1776862897.5602694,1961,0.013559977523982525
1776862937.4529607,1979,0.012369791977107525
1776863139.2764363,2070,0.01192220114171505
1776863159.1521046,2079,0.01277669332921505
1776863181.2023406,2089,0.013824462890625
1776863205.4894314,2100,0.011850993148982525
1776863447.4970498,2209,0.011118571273982525
1776863514.0363371,2239,0.009562174789607525
1776863691.647392,2319,0.01025390625
1776863780.2127595,2359,0.00804646871984005
1776863857.621014,2394,0.007476806640625
1776863950.6979434,2436,0.01015218161046505
1776863961.9137611,2441,0.01003011129796505
