Wall time,Step,Value
1776858442.695033,18,0.0
1776858508.2911801,47,0.0
1776858542.1700802,62,0.0
1776858544.4179327,63,0.0
1776858603.638865,89,0.0
1776858637.591816,103,0.0
1776858650.1454043,107,0.0
1776858721.9346673,128,0.0
1776858804.6989775,164,0.0
1776858824.1437635,172,0.0
1776858907.953725,191,0.0
1776858935.3126476,203,0.0
1776859028.886807,244,0.0
1776859063.1100013,259,0.0
1776859115.441259,282,0.0
1776859122.2718418,285,0.0
1776859199.7918422,319,0.0
1776859306.6838202,366,0.0
1776859351.8279233,386,0.0
1776859388.2721877,402,0.0
1776859417.8066726,415,0.0
1776859467.7000768,437,0.0
1776859531.3970804,465,0.0
1776859553.9821692,475,0.0
1776859567.5827029,481,0.0
1776859633.4305978,510,0.0
1776859685.5926714,533,0.0
1776859696.9471774,538,0.0
1776859701.4863079,540,0.0
1776859737.8472896,556,0.0
1776859751.3638365,562,0.0
1776859824.035196,594,0.0
1776859828.5754688,596,0.0
1776859921.7365365,637,0.0
1776859935.3262205,643,0.0
1776859937.5790863,644,0.0
1776859968.9922526,658,0.0
1776860007.474532,675,0.0
1776860110.8747027,721,0.0
1776860207.487546,764,0.0
1776860232.1027095,775,0.0
1776860297.149204,804,0.0
1776860416.23747,857,0.0
1776860436.3353183,866,0.0
1776860481.2226682,886,0.0
1776860606.672553,942,0.0
1776860735.4306192,999,0.0
1776860771.581774,1015,0.0009765625
1776860796.444904,1026,0.00164794921875
1776860821.4558687,1037,0.00225830078125
1776860864.4806523,1056,0.01060994528234005
1776860898.3560035,1071,0.0458577498793602
1776860911.7776656,1077,0.0684102401137352
1776860983.425296,1109,0.4549967646598816
1776860987.906891,1111,0.4922994077205658
1776861019.0466013,1125,0.7357279658317566
1776861034.7407675,1132,0.8676859736442566
1776861076.8407845,1151,1.2581279277801514
1776861079.0367482,1152,1.278717041015625
1776861105.6027234,1164,1.5103048086166382
1776861128.2430267,1174,1.7043864727020264
1776861132.7396238,1176,1.7483724355697632
1776861150.5331168,1184,1.9168803691864014
1776861225.809394,1218,2.564910888671875
1776861301.170783,1252,3.215484619140625
1776861305.61344,1254,3.2545166015625
1776861312.304849,1257,3.3120830059051514
1776861321.1638684,1261,3.3942160606384277
1776861334.4018788,1267,3.516448974609375
1776861343.204538,1271,3.5865073204040527
1776861462.7975934,1325,4.574981689453125
1776861507.2705538,1345,4.90887451171875
