Wall time,Step,Value
1776858442.697499,18,-0.6788604259490967
1776858508.2936199,47,0.35383227467536926
1776858542.172504,62,0.6506462693214417
1776858544.4203799,63,0.5428599715232849
1776858603.6413074,89,1.2743738889694214
1776858637.6009088,103,1.3155317306518555
1776858650.1483202,107,1.5475481748580933
1776858721.93711,128,2.010977268218994
1776858804.7014198,164,3.8738207817077637
1776858824.1465604,172,4.0293474197387695
1776858907.9562728,191,5.017685890197754
1776858935.3155339,203,5.101415634155273
1776859028.889246,244,6.970210075378418
1776859063.1124434,259,7.165757656097412
1776859115.4436653,282,8.288020133972168
1776859122.274284,285,8.036277770996094
1776859199.7943015,319,8.60659408569336
1776859306.6862295,366,9.98217487335205
1776859351.8306262,386,9.83242416381836
1776859388.2746398,402,10.825054168701172
1776859417.8091078,415,10.0097017288208
1776859467.7025964,437,11.452359199523926
1776859531.3995457,465,11.584589004516602
1776859553.9848356,475,12.083279609680176
1776859567.5851219,481,12.124953269958496
1776859633.4330075,510,11.800183296203613
1776859685.595125,533,11.817258834838867
1776859696.9498317,538,13.283910751342773
1776859701.4887695,540,12.957405090332031
1776859737.8497245,556,12.062886238098145
1776859751.3665707,562,13.021288871765137
1776859824.037633,594,13.988359451293945
1776859828.577882,596,12.530397415161133
1776859921.7390776,637,13.470396041870117
1776859935.329257,643,13.744369506835938
1776859937.581609,644,13.396428108215332
1776859968.9949155,658,14.442203521728516
1776860007.4769702,675,13.48619270324707
1776860110.877128,721,14.63602352142334
1776860207.4899783,764,14.836394309997559
1776860232.1051552,775,14.624024391174316
1776860297.1517918,804,14.619532585144043
1776860416.239909,857,16.99004554748535
1776860436.337757,866,15.244470596313477
1776860481.2253125,886,16.298809051513672
1776860606.675011,942,16.0206356048584
1776860735.433045,999,14.27538776397705
1776860771.5842245,1015,17.155689239501953
1776860796.4475987,1026,21.425872802734375
1776860821.4583724,1037,26.010547637939453
1776860864.4831135,1056,30.960872650146484
1776860898.3584828,1071,54.056827545166016
1776860911.7801423,1077,80.98289489746094
1776860983.4277272,1109,157.0113525390625
1776860987.9093518,1111,185.5717315673828
1776861019.0490327,1125,171.76824951171875
1776861034.7431998,1132,168.05789184570312
1776861076.843271,1151,176.0092315673828
1776861079.0392194,1152,191.63796997070312
1776861105.6055393,1164,172.5987091064453
1776861128.2454712,1174,217.10122680664062
1776861132.7423341,1176,196.29978942871094
1776861150.535618,1184,199.55242919921875
1776861225.8118343,1218,234.6456298828125
1776861301.1734333,1252,251.5364227294922
1776861305.6158817,1254,242.65733337402344
1776861312.307296,1257,244.4578857421875
1776861321.1666162,1261,245.12493896484375
1776861334.4043205,1267,228.77383422851562
1776861343.2075229,1271,253.5614013671875
1776861462.8002732,1325,252.27639770507812
1776861507.2732935,1345,258.20819091796875
1776861573.7846184,1375,258.8824157714844
1776861576.0241838,1376,240.6521453857422
1776861667.0033085,1417,242.08082580566406
1776861755.4911802,1457,269.6262512207031
1776861757.6823766,1458,276.357666015625
1776861837.7354376,1494,290.6575012207031
1776861855.5031915,1502,269.09063720703125
1776861873.084607,1510,279.55364990234375
1776861879.698179,1513,280.6842041015625
1776861957.324581,1548,271.1631164550781
1776861963.9391196,1551,276.3591613769531
1776861995.0171177,1565,291.56298828125
1776862001.6608226,1568,268.1582336425781
1776862039.317066,1585,284.7884826660156
1776862063.6438873,1596,277.2978820800781
1776862156.8774211,1627,269.1838684082031
1776862174.496157,1635,279.4664611816406
1776862252.0146513,1670,293.5823669433594
1776862285.3925738,1685,262.462890625
1776862323.121496,1702,291.90924072265625
1776862327.5326402,1704,280.4659423828125
1776862343.0302627,1711,282.8200988769531
1776862489.6330178,1777,292.3350830078125
