Wall time,Step,Value
1776153178.6219804,18,0.179412841796875
1776153230.7609649,24,0.1131998747587204
1776153368.8754935,40,0.0403340682387352
1776153386.1230164,42,0.0372212752699852
1776153411.9938645,45,0.0361328125
1776153506.9734051,56,0.0330607108771801
1776153636.469634,71,0.012949625961482525
1776153662.325168,74,0.013498942367732525
1776153835.3849597,94,0.01433308981359005
1776153904.3071396,102,0.01408894918859005
1776153938.9469876,106,0.016845703125
1776154112.0953035,126,0.0326131209731102
1776154363.8634465,155,0.2608439326286316
1776154389.912201,158,0.235748291015625
1776154468.207598,167,0.211669921875
1776154563.6631596,178,0.18060302734375
1776154607.204943,183,0.2029215544462204
1776154624.5700812,185,0.2069091796875
1776154668.0417082,190,0.192626953125
1776155009.0791478,229,0.27093505859375
1776155052.9991927,234,0.2743327021598816
1776155184.561455,249,0.2788493037223816
1776155237.1186917,255,0.2654622495174408
1776155280.9444458,260,0.2623087763786316
1776155342.3204377,267,0.2477925717830658
1776155394.835669,273,0.2289327085018158
1776155561.7064135,292,0.1722920835018158
1776155701.9034655,308,0.1295267790555954
1776155719.3987122,310,0.129486083984375
1776155789.57856,318,0.1135762557387352
1776155894.318979,330,0.1055704802274704
1776155972.7772846,339,0.0938008651137352
1776156042.655763,347,0.081024169921875
1776156181.7350621,363,0.0635172575712204
1776156216.5185423,367,0.059722900390625
1776156587.6519535,421,0.0403951033949852
1776156590.5228987,422,0.0398356132209301
1776156639.5049603,439,0.0319010429084301
1776156648.130344,442,0.0317484550178051
1776156656.7465491,445,0.03118896484375
1776156699.87195,460,0.0367228202521801
1776156708.4898534,463,0.036041259765625
1776156711.357417,464,0.0356241874396801
1776156740.0949202,474,0.0378214530646801
1776156788.9752793,491,0.0409749373793602
1776156794.7209074,493,0.0443318709731102
1776156855.1884112,514,0.038482666015625
1776156903.9876192,531,0.0411885604262352
1776156918.377003,536,0.0395711287856102
1776156995.8564804,563,0.0322672538459301
1776157024.6062255,573,0.0334981307387352
1776157041.7772942,579,0.0332743339240551
1776157061.8900075,586,0.032440185546875
1776157064.751882,587,0.0319417342543602
1776157107.7827294,602,0.031219482421875
1776157159.3636172,620,0.0306193046271801
1776157165.1052992,622,0.03014119528234005
1776157199.3722856,634,0.0298258475959301
1776157219.434838,641,0.0297037772834301
1776157222.2826931,642,0.0299479179084301
1776157227.9790993,644,0.02855428121984005
1776157236.5924313,647,0.0277201347053051
1776157242.2981503,649,0.02867635153234005
1776157276.7226343,661,0.02904256246984005
1776157305.3369935,671,0.02556355856359005
1776157353.9731479,688,0.02733357809484005
